,type_sol,classe_age,classe_hauteur,classe_circonference,vigueur_pousse,plaie_collet,fissure_tronc,plaie_tronc,fissure_houppier,bois_mort_houppier,plaie_houppier,prescription_1,prescription_2,prescription_3,type_delai_1,type_delai_2,ID_ARBRE,commune,quartier,site,cote_voirie,genre_arbre,espece_arbre,situation,port_arbre,champignon_collet,insecte_collet,observation_collet,champignon_tronc,insecte_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,observation_tronc,champignon_houppier,insecte_houppier,ecorce_incluse_houppier,observation_houppier,contrainte,date_diagnostic,observation_travaux,matricule_arbre,controle,surf_permeable,date_plantation,hauteur,diametre,circonference (en cm),esperance_maintien,Long,Lat,classification_diagnostic
574,MA,JA,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-575,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,Cercis, Siliquastrum - L. -  ,Isolé,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,4,,20.0,2010,400,25.464790894703256,40,1.0,2.101,48.898,C1
532,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-533,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,55,,4.0,1980,800,60.47887837492023,95,2.0,2.083,48.904,C2
615,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-616,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,5,,1.0,1980,600,57.29577951308232,90,1.0,2.099,48.895,C2
656,MA,JA,H2,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-657,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/12/16,,36,,3.0,2000,700,28.64788975654116,45,1.0,2.07,48.901,C2
66,GR,A,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-067,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,48,,4.0,2000,500,38.19718634205488,60,1.0,2.07,48.899,C1
165,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-166,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,21,,4.0,2000,500,31.830988618379067,50,1.0,2.065,48.9,C1
227,GR,A,H1,C1,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,RT,RC,,,b,78551-Arbres-228,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,Plaie longitudinale ,Non,Non,Non,,Non,2020/11/13,,29,,4.0,2000,500,28.64788975654116,45,2.0,2.067,48.9,C3
413,S,JA,H2,C2,P,RCPLNC,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-414,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,Acer, campestris -  - Royal Ruby,Alignement,SL,Non,Non,Autres,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,5,,1.0,2010,600,41.38028520389279,65,1.0,2.071,48.894,C2
569,P,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tdg,,,,a,78551-Arbres-570,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place des Combattants,,Magnolia, x Soulangena - Soul. Bod - Heaven Scent,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Axe2 dépassement dans la résidence mitoyenne,Oui,2020/11/24,,5,,4.0,2000,500,31.830988618379067,50,1.0,2.098,48.896,C2
671,MA,JA,H3,C3,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tdg,,,,b,78551-Arbres-672,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Impair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Axe 3 Mort 2M Nord,Non,2020/12/16,contrainte candélabre,8,,3.0,2000,1200,73.21127382227186,115,1.0,2.07,48.901,C2
418,S,JA,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-419,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,Acer, campestris -  - Royal Ruby,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,10,,1.0,2010,600,47.7464829275686,75,1.0,2.071,48.894,C2
484,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-485,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Échaudure,Non,2020/11/23,,7,,4.0,1980,800,66.84507609859604,105,2.0,2.086,48.902,C2
621,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-622,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,11,,1.0,1980,600,54.11268065124442,85,1.0,2.099,48.896,C2
77,S,JA,H2,C1,P,RCPLC,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-078,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,10,,1.5,2010,700,31.830988618379067,50,1.0,2.065,48.901,C2
299,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-300,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,1,,1.0,2018,500,22.281692032865347,35,1.0,2.066,48.895,C1
647,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,trd,,,,b,78551-Arbres-648,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Branches cassées ,Non,2020/11/25,Rehaussement de la voute,37,,1.0,1980,600,63.66197723675813,100,1.0,2.099,48.897,C2
41,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-042,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Zelkova, Carpinifolia - K. Koch -  ,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,21,,0.0,2015,400,22.281692032865347,35,3.0,2.074,48.903,C1
37,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-038,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Zelkova, Carpinifolia - K. Koch -  ,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,17,,0.0,2015,400,22.281692032865347,35,3.0,2.074,48.903,C1
99,Gr,J,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-100,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,3,,1.0,2010,500,38.19718634205488,60,1.0,2.075,48.899,C2
263,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-264,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Americana -  - Autumn Applause,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Réitération traumatique,Non,2020/10/21,,64,,1.0,2010,700,50.92958178940651,80,1.0,2.075,48.897,C2
491,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLNC,,,,,,78551-Arbres-492,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Déchirure ,Non,2020/11/24,,14,,4.0,1980,800,66.84507609859604,105,2.0,2.086,48.902,C2
650,MA,JA,H2,C2,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-651,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Plaie longitudinale ,Non,Non,Non,,Non,2020/12/16,,30,,3.0,2000,700,54.11268065124442,85,1.0,2.068,48.901,C2
397,S,A,H3,C4,P,,,,,,,,,,,,78551-Arbres-398,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Paulownia, Glabrata -  - ,Alignement,L,Non,,,,,,Non,Non,,,,,,,,,26,1.0,1.0,1980,1500,108.22536130248884,170,,2.072,48.895,NaN
292,Gr,J,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-293,Saint Germain en Laye,Quartier 6 - Hôpital,Rue Léon Désoyer,,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,36,,1.0,2010,500,31.830988618379067,50,1.0,2.081,48.9,C1
529,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-530,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,52,,4.0,1980,800,63.66197723675813,100,2.0,2.083,48.904,C2
412,S,JA,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-413,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,Acer, campestris -  - Royal Ruby,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,4,,1.0,2010,600,41.38028520389279,65,1.0,2.071,48.894,C2
362,Gr,JA,H1,C2,P,RCPLS,TPF,TPLNC,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-363,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Plaie longitudinale ,Non,Non,Non,,Non,2020/11/18,,13,,1.0,2010,500,38.19718634205488,60,1.0,2.072,48.895,C2
640,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-641,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,30,,1.0,1980,600,54.11268065124442,85,1.0,2.099,48.897,C2
376,Gr,A,H4,C3,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,Tpa,,rg,,b,78551-Arbres-377,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Alnus, Glutinosa -,Alignement,L,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,5,,1.0,1990,2000,80.21409131831525,126,1.0,2.072,48.893,C2
46,GR,JA,H2,C2,P,RCPLNC,TPF,TPPL,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-047,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Ginkgo, Biloba -  - Autumn Gold,Isolé,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/21,,26,,30.0,200,700,50.92958178940651,80,1.0,2.073,48.903,C2
542,Gr,A,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-543,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,,Non,2020/11/24,,2,,1.0,2000,500,44.563384065730695,70,1.0,2.096,48.896,C2
269,Gr,JA,H2,C2,P,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-270,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Americana -  - Autumn Applause,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/20,,70,,1.0,2010,700,44.563384065730695,70,1.0,2.075,48.897,C2
92,S,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-093,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,25,,1.5,2010,700,35.01408748021697,55,1.0,2.066,48.901,C1
608,Gr,A,H2,C3,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,rg,,,,b,78551-Arbres-609,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Racine apparente,Non,Non,Oui,Non,Non,,Non,Non,Non,,Non,2020/11/25,,32,,1.0,1980,600,66.84507609859604,105,1.0,2.098,48.897,C2
73,MA,JA,H2,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-074,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,6,,20.0,2010,700,35.01408748021697,55,1.0,2.065,48.901,C1
535,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-536,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,58,,4.0,1980,800,50.92958178940651,80,2.0,2.083,48.905,C2
13,G,JA,H3,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-014,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Nouveau cimetière,,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,Racine de surface abimée,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/12,,5,,100.0,2010,1200,44.563384065730695,70,1.0,2.065,48.902,C1
630,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-631,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Déchirure ,Non,2020/11/25,,20,,1.0,1980,600,63.66197723675813,100,1.0,2.099,48.896,C2
661,MA,A,H2,C3,PP,RCPPL,TPF,TPLS,HPF ,HBMU ,HPLS,tsbm,,,,a,78551-Arbres-662,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Oui,2020/12/16,,41,,3.0,2000,700,66.84507609859604,105,3.0,2.071,48.901,C3
367,S,A,H3,C3,MP,,,,,,,,,,,,78551-Arbres-368,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Catalpa, Bignonioides - Walter -  ,Alignement,L,Non,,,,,,Non,Non,,,,,,,,,18,1.0,1.0,1980,1500,82.76057040778558,130,,2.072,48.895,NaN
234,MA,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-235,Saint Germain en Laye,Quartier 3 - Lycée International,Rue de Boufflers,,Pyrus, sp. -   -  ,Isolé,L,Non,Non,Cépée,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/16,,1,,100.0,2017,400,12.732395447351628,20,1.0,2.073,48.899,C1
678,S,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RT,RC,,b,78551-Arbres-679,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Bastiat,Impair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/12/16,,3,,1.0,2015,500,19.09859317102744,30,1.0,2.072,48.902,C1
39,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-040,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Zelkova, Carpinifolia - K. Koch -  ,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,19,,0.0,2015,400,22.281692032865347,35,3.0,2.074,48.903,C1
212,GR,A,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-213,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/10/23,,14,,4.0,2000,500,38.19718634205488,60,1.0,2.065,48.9,C2
383,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-384,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Carpinus, Betulus - L. -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,12,,1.0,2010,800,41.38028520389279,65,1.0,2.072,48.894,C2
453,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-454,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,24,,4.0,1980,800,76.39437268410977,120,2.0,2.085,48.903,C2
571,MA,JA,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-572,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue Thiers,,Cercis, Siliquastrum - L. -  ,Isolé,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,1,,20.0,2010,400,31.830988618379067,50,1.0,2.101,48.898,C1
683,S,JA,H2,C2,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-684,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Bastiat,Impair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,Autres,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,,8,,1.0,2000,700,60.47887837492023,95,3.0,2.072,48.902,C3
676,S,JA,H1,C1,PP,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-677,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Bastiat,Impair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Oui,Plaie longitudinale ,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,,1,,1.0,2015,500,28.64788975654116,45,3.0,2.072,48.902,C4
128,S,J,H1,C1,P,RCPLNC,TPF,TPPL,HPF ,HPBM ,HPPL,tfo,RT,RC,,b,78551-Arbres-129,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Turgot,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,Racine de surface / Choc collet,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/10/20,coté cimetière ligne électrique,6,,1.5,2010,500,15.915494309189532,25,1.0,2.067,48.901,C2
157,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-158,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,13,,4.0,2000,500,35.01408748021697,55,1.0,2.064,48.9,C1
315,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-316,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,retirer canisse,17,,1.0,2018,500,22.281692032865347,35,1.0,2.067,48.896,C1
381,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-382,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Carpinus, Betulus - L. -  ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,10,,1.0,2010,800,41.38028520389279,65,1.0,2.072,48.894,C2
415,S,JA,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-416,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,Acer, campestris -  - Royal Ruby,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,7,,1.0,2010,600,44.563384065730695,70,1.0,2.071,48.894,C2
276,Gr,JA,H1,C2,MP,RCPPL,TPF,TPLC,HPF ,HBMI ,HPLS,tfo,,,,b,78551-Arbres-277,Saint Germain en Laye,Quartier 6 - Hôpital,Avenue Carnot,,Carpinus, Betulus - L. -  ,Groupe,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/10/22,,2,,1.0,2000,500,38.19718634205488,60,1.0,2.082,48.9,C2
266,Gr,JA,H2,C2,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-267,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Americana -  - Autumn Applause,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/21,,67,,1.0,2010,700,35.01408748021697,55,1.0,2.075,48.897,C1
117,Gr,J,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-118,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,21,,1.0,2010,500,31.830988618379067,50,1.0,2.078,48.9,C2
468,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-469,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,39,,4.0,1980,800,44.563384065730695,70,2.0,2.083,48.904,C2
472,MA,A,H2,C3,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-473,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,43,,4.0,1980,800,66.84507609859604,105,2.0,2.083,48.904,C2
451,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-452,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,22,,4.0,1980,800,63.66197723675813,100,2.0,2.085,48.903,C2
471,MA,JA,H2,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-472,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,42,,4.0,2010,800,28.64788975654116,45,2.0,2.083,48.904,C2
639,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-640,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,29,,1.0,1980,600,47.7464829275686,75,1.0,2.099,48.897,C2
